,Id,income,age,experience,married,house_ownership,car_ownership,profession,city,state,current_job_years,current_house_years,risk_flag
147728,147729,3177468,42,17,married,rented,yes,Computer_hardware_engineer,Eluru[25],Andhra_Pradesh,5,14,0
212716,212717,7090163,52,17,single,rented,no,Civil_servant,Tiruvottiyur,Tamil_Nadu,7,11,0
178352,178353,7552268,38,6,single,rented,no,Civil_engineer,Berhampore,West_Bengal,5,10,1
197780,197781,9604465,45,12,married,rented,yes,Designer,Shimla,Himachal_Pradesh,6,12,0
243171,243172,1779443,58,14,single,rented,no,Police_officer,Latur,Maharashtra,4,13,0
28319,28320,4547051,45,11,single,rented,no,Hotel_Manager,Fatehpur,Uttar_Pradesh,8,10,0
174816,174817,3831842,58,4,single,rented,no,Civil_servant,Thrissur,Kerala,4,14,0
90696,90697,2533055,58,0,single,rented,no,Chartered_Accountant,Tadipatri,Andhra_Pradesh,0,10,0
234132,234133,1531851,21,10,single,rented,no,Technician,Bharatpur,Rajasthan,5,11,0
209593,209594,5278110,45,10,single,rented,yes,Computer_operator,Siliguri,West_Bengal,8,10,1
12533,12534,5943449,49,3,single,rented,no,Biomedical_Engineer,Warangal[11][12],Telangana,3,11,0
113923,113924,4939664,61,14,married,rented,yes,Financial_Analyst,Danapur,Bihar,4,12,0
113432,113433,1106438,79,3,married,rented,no,Librarian,Serampore,West_Bengal,3,12,0
110527,110528,5003310,25,1,married,owned,no,Magistrate,Davanagere,Karnataka,1,13,0
168811,168812,3140751,21,2,single,rented,no,Technology_specialist,Parbhani,Maharashtra,2,10,0
135662,135663,165198,77,8,single,rented,yes,Technical_writer,Nagaon,Assam,6,11,0
10974,10975,8602683,46,1,married,rented,no,Web_designer,Bangalore,Karnataka,1,10,0
58520,58521,9886718,44,20,single,rented,yes,Technology_specialist,Gangtok,Sikkim,9,11,0
228422,228423,9905565,33,4,single,rented,no,Psychologist,Sasaram[30],Bihar,4,11,0
76294,76295,4112102,46,15,single,rented,no,Chef,Mangalore,Karnataka,5,13,1
162677,162678,6951975,54,3,single,rented,yes,Analyst,Hubliâ€“Dharwad,Karnataka,3,11,0
223513,223514,1437776,62,1,single,rented,yes,Chartered_Accountant,Jaipur,Rajasthan,1,10,1
240163,240164,7071859,31,8,single,rented,no,Aviator,Jalgaon,Maharashtra,4,14,0
26995,26996,8005608,65,8,single,rented,no,Civil_servant,Sonipat,Haryana,8,12,0
65770,65771,1582091,23,6,single,rented,yes,Librarian,Barasat,West_Bengal,6,12,0
170113,170114,4837156,22,10,single,rented,yes,Design_Engineer,Ongole,Andhra_Pradesh,9,10,0
111117,111118,7461869,51,10,single,rented,yes,Industrial_Engineer,Jamnagar,Gujarat,10,10,0
21075,21076,53886,72,12,single,rented,yes,Design_Engineer,Jhansi,Uttar_Pradesh,12,10,0
6592,6593,7223191,44,9,single,rented,no,Air_traffic_controller,Asansol,West_Bengal,9,13,0
185788,185789,9685641,63,5,single,rented,no,Psychologist,Tadipatri,Andhra_Pradesh,5,12,0
234948,234949,2090400,64,1,single,rented,no,Aviator,Noida,Uttar_Pradesh,1,14,0
141752,141753,7226673,23,6,single,rented,no,Flight_attendant,Mysore[7][8][9],Karnataka,5,10,0
226527,226528,4625612,77,12,single,norent_noown,no,Aviator,Bihar_Sharif,Bihar,3,11,1
195663,195664,3054109,23,1,single,rented,yes,Technology_specialist,Panvel,Maharashtra,1,13,0
239135,239136,6819027,59,13,single,owned,no,Design_Engineer,Sultan_Pur_Majra,Delhi,3,12,0
119925,119926,8259419,36,12,single,rented,yes,Police_officer,Berhampur,Odisha,5,14,0
24691,24692,554641,71,20,single,rented,yes,Technician,Bhopal,Madhya_Pradesh,8,10,0
105193,105194,1049794,66,13,single,rented,no,Technical_writer,Ambarnath,Maharashtra,9,11,0
172089,172090,9913743,23,9,married,rented,no,Design_Engineer,Shimoga,Karnataka,9,14,0
134176,134177,6743958,24,15,single,rented,no,Physician,Kavali,Andhra_Pradesh,11,12,0
4667,4668,1956633,23,13,single,rented,no,Psychologist,Gandhidham,Gujarat,13,12,1
241126,241127,504734,59,19,single,rented,no,Drafter,Nandyal,Andhra_Pradesh,10,10,0
1356,1357,9639313,38,4,single,rented,yes,Lawyer,Yamunanagar,Haryana,4,14,1
212161,212162,2744667,27,17,single,rented,no,Fashion_Designer,Nagercoil,Tamil_Nadu,12,11,0
7,8,1706172,33,2,single,rented,no,Economist,Jamnagar,Gujarat,2,14,0
50746,50747,3123209,53,16,single,rented,yes,Physician,Silchar,Assam,3,10,1
170954,170955,88025,69,13,single,rented,no,Physician,Jabalpur,Madhya_Pradesh,7,12,0
213905,213906,4035806,40,12,single,rented,no,Scientist,Nashik,Maharashtra,12,12,0
196600,196601,3306272,60,3,single,owned,no,Police_officer,Sonipat,Haryana,3,13,0
244969,244970,293583,61,9,single,rented,no,Industrial_Engineer,Noida,Uttar_Pradesh,3,10,0
112385,112386,2045384,52,5,single,rented,no,Economist,Tirunelveli,Tamil_Nadu,5,10,0
248105,248106,4661495,79,12,single,rented,no,Drafter,Jaipur,Rajasthan,11,14,1
141935,141936,6171221,56,18,single,rented,no,Graphic_Designer,Bareilly,Uttar_Pradesh,9,10,0
194583,194584,7371023,24,16,single,rented,no,Hotel_Manager,Ongole,Andhra_Pradesh,10,14,0
137604,137605,9992133,40,14,married,rented,no,Analyst,Anantapur,Andhra_Pradesh,3,13,0
134155,134156,313244,59,10,single,rented,no,Civil_servant,Maheshtala,West_Bengal,10,14,0
234825,234826,8368656,41,10,married,rented,no,Architect,Hajipur[31],Bihar,10,12,1
233602,233603,4988513,46,16,single,rented,no,Politician,Sri_Ganganagar,Rajasthan,6,10,0
159802,159803,2775071,59,19,single,rented,no,Chef,Bally,West_Bengal,4,12,0
211342,211343,479199,57,18,single,rented,no,Drafter,Jamalpur[36],Bihar,13,13,0
110449,110450,5751205,49,10,single,rented,yes,Financial_Analyst,Kolkata,West_Bengal,10,10,0
91938,91939,7977722,69,19,married,rented,no,Flight_attendant,Morbi,Gujarat,14,12,0
107952,107953,1278713,31,14,single,rented,no,Chemical_engineer,Katihar,Bihar,13,13,0
222504,222505,768288,69,18,single,rented,no,Chartered_Accountant,Thiruvananthapuram,Kerala,13,13,0
155307,155308,7692854,63,10,single,rented,yes,Lawyer,Satna,Madhya_Pradesh,10,11,0
192291,192292,7479878,55,8,married,rented,no,Analyst,Allahabad,Uttar_Pradesh[5],8,14,0
157534,157535,7566386,27,16,single,rented,no,Drafter,Nagercoil,Tamil_Nadu,14,10,0
170017,170018,4631897,73,4,married,rented,yes,Secretary,Raiganj,West_Bengal,4,14,0
241682,241683,3821641,26,13,single,rented,no,Physician,Jamshedpur,Jharkhand,12,13,0
33465,33466,9806896,53,0,married,rented,no,Computer_operator,Mehsana,Gujarat,0,11,0
251184,251185,2194569,65,7,single,owned,yes,Chartered_Accountant,Ghaziabad,Uttar_Pradesh,7,11,1
23555,23556,6088232,58,18,single,rented,no,Computer_operator,Saharsa[29],Bihar,4,10,0
238347,238348,1745015,78,2,single,rented,no,Firefighter,Jorhat,Assam,2,10,0
209332,209333,8660614,24,18,single,rented,yes,Army_officer,Danapur,Bihar,4,14,0
41503,41504,368919,58,1,single,rented,no,Surgeon,Chinsurah,West_Bengal,1,14,0
114917,114918,7761009,38,3,single,rented,no,Mechanical_engineer,Korba,Chhattisgarh,3,12,0
75731,75732,1013313,32,16,single,rented,no,Geologist,Bulandshahr,Uttar_Pradesh,10,12,0
69625,69626,9013759,50,10,single,rented,yes,Architect,Hazaribagh,Jharkhand,6,13,1
69428,69429,4667477,64,7,single,rented,no,Chemical_engineer,Navi_Mumbai,Maharashtra,7,10,0
235345,235346,3731114,71,16,married,rented,no,Lawyer,Mysore[7][8][9],Karnataka,12,10,0
77922,77923,8380088,33,3,single,rented,no,Mechanical_engineer,Pallavaram,Tamil_Nadu,3,11,0
240668,240669,772910,49,6,single,rented,yes,Consultant,Mirzapur,Uttar_Pradesh,6,14,0
125010,125011,2174359,60,18,single,owned,yes,Financial_Analyst,Raipur,Chhattisgarh,11,10,0
25341,25342,900174,61,17,single,rented,no,Chemical_engineer,Kurnool[18],Andhra_Pradesh,13,14,0
245039,245040,1700252,54,0,single,rented,yes,Geologist,Jaipur,Rajasthan,0,11,0
188925,188926,2709078,60,4,single,rented,no,Computer_hardware_engineer,Kozhikode,Kerala,4,12,0
193699,193700,5739138,62,3,single,rented,no,Computer_hardware_engineer,Bhatpara,West_Bengal,3,12,0
52613,52614,8503714,38,2,married,rented,no,Design_Engineer,Panvel,Maharashtra,2,10,0
215900,215901,11114,73,19,single,rented,no,Surveyor,Nellore[14][15],Andhra_Pradesh,4,14,1
22289,22290,6550926,35,1,single,rented,no,Physician,Salem,Tamil_Nadu,1,11,1
249822,249823,2965629,27,3,single,owned,no,Web_designer,Pondicherry,Puducherry,3,11,0
228393,228394,3741713,47,4,single,rented,yes,Surgeon,Pondicherry,Puducherry,4,11,1
66943,66944,6706117,70,6,single,rented,no,Secretary,Firozabad,Uttar_Pradesh,4,12,0
220815,220816,7363011,63,3,married,owned,no,Air_traffic_controller,Lucknow,Uttar_Pradesh,3,13,0
225080,225081,1726042,75,15,single,rented,yes,Comedian,Rajpur_Sonarpur,West_Bengal,9,12,0
191822,191823,8246613,61,8,single,rented,no,Politician,Suryapet,Telangana,8,12,0
176862,176863,508609,34,20,single,rented,no,Flight_attendant,Pimpri-Chinchwad,Maharashtra,9,10,0
231252,231253,856033,51,11,single,rented,yes,Artist,Srinagar,Jammu_and_Kashmir,11,14,0
88961,88962,1589605,46,13,single,rented,no,Architect,Ambala,Haryana,9,10,1
134435,134436,9085689,26,1,single,rented,no,Secretary,Nanded,Maharashtra,1,13,0
25383,25384,282422,28,16,married,rented,yes,Technical_writer,Ulhasnagar,Maharashtra,6,13,0
86383,86384,8973412,54,7,single,rented,no,Designer,Salem,Tamil_Nadu,5,12,0
196955,196956,7517800,76,12,single,owned,yes,Chemical_engineer,Darbhanga,Bihar,12,11,0
229323,229324,3037971,66,0,single,rented,no,Graphic_Designer,Orai,Uttar_Pradesh,0,10,0
69263,69264,485503,73,7,single,rented,yes,Police_officer,Bhilai,Chhattisgarh,6,13,0
126145,126146,9074439,41,15,single,rented,no,Chartered_Accountant,Bhagalpur,Bihar,7,10,0
209793,209794,2150868,48,9,single,rented,no,Surgeon,Dindigul,Tamil_Nadu,6,12,0
117291,117292,7773050,59,19,single,rented,no,Magistrate,Phagwara,Punjab,3,12,0
90245,90246,4503934,57,17,single,rented,no,Petroleum_Engineer,Moradabad,Uttar_Pradesh,5,14,0
95886,95887,1190125,33,12,single,rented,no,Petroleum_Engineer,Bhopal,Madhya_Pradesh,8,10,0
117557,117558,7053218,61,0,single,norent_noown,no,Surveyor,Uluberia,West_Bengal,0,12,0
161425,161426,7866835,26,18,single,rented,no,Firefighter,Bhilai,Chhattisgarh,3,13,0
108433,108434,5867167,60,14,married,rented,no,Lawyer,Bilaspur,Chhattisgarh,6,12,0
59848,59849,6802871,54,20,single,rented,yes,Industrial_Engineer,Kadapa[23],Andhra_Pradesh,7,13,0
103255,103256,1112644,23,16,single,rented,yes,Official,Navi_Mumbai,Maharashtra,6,10,0
70887,70888,9855166,72,5,married,rented,yes,Drafter,Bidar,Karnataka,5,13,0
132711,132712,2711008,50,1,single,norent_noown,no,Computer_hardware_engineer,Muzaffarpur,Bihar,1,12,0
184509,184510,6907195,55,5,single,owned,no,Police_officer,Dharmavaram,Andhra_Pradesh,3,10,0
245837,245838,5702442,39,4,single,rented,no,Flight_attendant,Lucknow,Uttar_Pradesh,4,11,0
61490,61491,3940063,35,18,single,rented,no,Design_Engineer,Tezpur,Assam,3,10,0
72420,72421,1208514,72,6,single,rented,no,Analyst,Deoghar,Jharkhand,6,10,0
182899,182900,9396804,66,8,married,rented,no,Industrial_Engineer,Bidhannagar,West_Bengal,8,10,0
197686,197687,4298524,38,6,married,rented,yes,Surveyor,Chittoor[28],Andhra_Pradesh,4,10,0
81749,81750,5623739,75,19,single,rented,no,Computer_operator,Pallavaram,Tamil_Nadu,9,12,0
223941,223942,6393633,27,16,single,rented,no,Civil_servant,Bangalore,Karnataka,3,12,0
45480,45481,1871961,64,4,single,rented,no,Civil_engineer,Dindigul,Tamil_Nadu,4,11,0
115037,115038,9776434,48,11,single,norent_noown,no,Computer_operator,Pudukkottai,Tamil_Nadu,3,13,0
3915,3916,9500698,27,8,single,rented,no,Computer_hardware_engineer,Ramagundam[27],Telangana,8,14,0
100000,100001,8293745,60,12,married,rented,no,Designer,Dhule,Maharashtra,12,10,0
209102,209103,7773050,59,19,single,rented,no,Magistrate,Phagwara,Punjab,3,12,0
33305,33306,3346084,23,18,single,rented,no,Web_designer,Sambalpur,Odisha,6,13,0
238435,238436,7587341,57,6,single,rented,no,Consultant,Tirunelveli,Tamil_Nadu,4,11,0
208140,208141,2093984,77,9,single,rented,no,Hotel_Manager,Dehri[30],Bihar,3,14,1
153042,153043,6105581,53,14,single,rented,no,Civil_engineer,Bareilly,Uttar_Pradesh,3,13,0
47318,47319,7458916,64,3,single,rented,no,Industrial_Engineer,Mirzapur,Uttar_Pradesh,3,10,0
190737,190738,191452,53,1,single,owned,yes,Software_Developer,Tinsukia,Assam,1,12,0
126143,126144,549784,63,4,single,owned,yes,Aviator,North_Dumdum,West_Bengal,4,13,0
134545,134546,973275,72,18,single,rented,no,Statistician,Eluru[25],Andhra_Pradesh,3,11,0
73627,73628,6733662,60,20,single,rented,no,Army_officer,Jaipur,Rajasthan,12,11,1
231435,231436,2620215,69,15,single,rented,no,Computer_operator,Gurgaon,Haryana,4,12,0
59985,59986,1975710,42,3,single,rented,yes,Politician,Singrauli,Madhya_Pradesh,3,11,0
160138,160139,2319807,79,20,single,rented,no,Chemical_engineer,Raichur,Karnataka,9,10,0
239656,239657,3198509,27,4,single,rented,no,Consultant,Nashik,Maharashtra,4,10,0
138638,138639,8940384,33,10,single,rented,no,Secretary,Thane,Maharashtra,6,12,0
11918,11919,4707757,66,4,married,rented,no,Artist,Jamnagar,Gujarat,4,11,0
4738,4739,1598528,72,18,single,rented,no,Computer_operator,Bharatpur,Rajasthan,9,10,0
109824,109825,11430,70,20,single,rented,yes,Civil_servant,Kalyan-Dombivli,Maharashtra,3,13,0
65996,65997,5763958,63,7,married,rented,no,Chemical_engineer,Ambarnath,Maharashtra,7,12,0
105270,105271,2211161,46,6,married,rented,yes,Politician,Eluru[25],Andhra_Pradesh,6,11,0
217359,217360,2025984,70,12,married,owned,yes,Air_traffic_controller,Delhi_city,Delhi,12,11,0
79037,79038,2450562,21,5,single,rented,yes,Computer_hardware_engineer,Allahabad,Uttar_Pradesh[5],5,11,0
88231,88232,6142261,44,17,single,rented,yes,Surgeon,Tirupati[21][22],Andhra_Pradesh,5,13,0
246117,246118,569611,71,17,single,rented,no,Design_Engineer,Ahmednagar,Maharashtra,9,14,0
81488,81489,2717090,71,2,single,norent_noown,yes,Surgeon,Kottayam,Kerala,2,10,0
79663,79664,9474065,73,11,single,rented,no,Graphic_Designer,Bokaro,Jharkhand,3,11,0
192025,192026,4950300,66,20,single,rented,no,Architect,Bahraich,Uttar_Pradesh,4,11,0
200355,200356,4145727,27,11,single,rented,no,Fashion_Designer,Panvel,Maharashtra,6,12,0
157828,157829,608319,21,10,single,rented,no,Official,Bilaspur,Chhattisgarh,5,11,0
248846,248847,3990677,21,8,single,rented,yes,Secretary,Bhiwani,Haryana,6,10,1
171453,171454,6191553,68,15,single,norent_noown,yes,Technician,Serampore,West_Bengal,13,14,0
217386,217387,6179165,46,5,single,rented,no,Designer,Ambarnath,Maharashtra,5,10,0
165700,165701,4032380,50,6,single,rented,no,Economist,Orai,Uttar_Pradesh,6,13,0
156712,156713,424671,64,15,single,rented,yes,Firefighter,Satna,Madhya_Pradesh,4,11,0
43437,43438,6936269,46,9,single,rented,no,Firefighter,Eluru[25],Andhra_Pradesh,8,14,0
76873,76874,6028273,70,6,single,rented,yes,Web_designer,Meerut,Uttar_Pradesh,6,14,0
115852,115853,2825737,28,5,single,rented,no,Industrial_Engineer,Guntur[13],Andhra_Pradesh,5,10,0
211653,211654,4005758,79,11,single,rented,yes,Civil_engineer,Pondicherry,Puducherry,7,12,0
15442,15443,9456793,35,10,single,rented,no,Petroleum_Engineer,Bhavnagar,Gujarat,10,13,0
81908,81909,8623683,29,13,married,rented,no,Artist,Bhalswa_Jahangir_Pur,Delhi,5,14,0
93014,93015,4247387,65,20,single,rented,yes,Microbiologist,Sikar,Rajasthan,4,10,0
212066,212067,3768361,75,9,single,owned,yes,Flight_attendant,Jaipur,Rajasthan,6,13,0
236410,236411,3001313,72,7,single,rented,no,Chemical_engineer,North_Dumdum,West_Bengal,4,14,0
204708,204709,2758097,31,19,single,rented,no,Graphic_Designer,Jalgaon,Maharashtra,3,13,0
50175,50176,2045156,35,9,single,rented,yes,Firefighter,Jorhat,Assam,9,13,1
156796,156797,9043312,71,10,single,owned,no,Physician,Phagwara,Punjab,3,14,0
214535,214536,6982803,38,17,single,rented,no,Consultant,Bathinda,Punjab,5,11,0
33144,33145,6550448,77,7,single,rented,yes,Fashion_Designer,Delhi_city,Delhi,7,13,0
116276,116277,1925567,75,20,single,owned,yes,Chemical_engineer,Aligarh,Uttar_Pradesh,12,14,0
92934,92935,8092590,42,4,single,rented,no,Industrial_Engineer,Shahjahanpur,Uttar_Pradesh,4,11,0
212743,212744,6244146,71,2,single,owned,no,Aviator,Raichur,Karnataka,2,12,0
123644,123645,5866819,40,11,single,rented,no,Microbiologist,Erode[17],Tamil_Nadu,6,10,0
96315,96316,9335602,49,17,single,rented,no,Air_traffic_controller,Bhopal,Madhya_Pradesh,8,11,0
19771,19772,8652362,57,3,single,rented,no,Scientist,Nashik,Maharashtra,3,14,0
151105,151106,2213599,39,4,single,rented,no,Police_officer,Bhalswa_Jahangir_Pur,Delhi,4,13,0
188638,188639,4260981,47,18,single,rented,no,Politician,Hindupur,Andhra_Pradesh,7,13,0
118107,118108,448021,54,11,single,rented,no,Flight_attendant,Solapur,Maharashtra,11,14,0
165097,165098,5187890,62,17,single,rented,no,Designer,Mehsana,Gujarat,8,10,0
138476,138477,6035175,63,10,single,owned,yes,Architect,Satara,Maharashtra,8,13,0
17889,17890,1177746,64,11,single,rented,yes,Graphic_Designer,Bhalswa_Jahangir_Pur,Delhi,8,13,0
210356,210357,2070881,52,8,single,rented,no,Hotel_Manager,Raipur,Chhattisgarh,8,14,0
97895,97896,229554,74,15,single,rented,no,Web_designer,Ramgarh,Jharkhand,14,11,0
129728,129729,7187813,47,2,single,rented,no,Flight_attendant,Parbhani,Maharashtra,2,13,0
162477,162478,1097615,59,15,married,rented,no,Technician,Yamunanagar,Haryana,5,14,0
29221,29222,1929764,45,5,single,rented,no,Geologist,Firozabad,Uttar_Pradesh,3,12,0
52306,52307,3331559,61,5,single,rented,no,Firefighter,Bidar,Karnataka,5,12,0
59346,59347,7566849,24,17,single,rented,yes,Flight_attendant,Kota[6],Rajasthan,11,11,0
127371,127372,754974,32,9,single,rented,no,Secretary,Hapur,Uttar_Pradesh,9,13,0
73153,73154,3497108,27,20,single,rented,no,Financial_Analyst,Tiruppur,Tamil_Nadu,10,13,0
58532,58533,6460510,23,17,married,rented,no,Biomedical_Engineer,Siliguri,West_Bengal,12,14,0
181936,181937,2518343,53,19,married,rented,yes,Designer,Thoothukudi,Tamil_Nadu,13,12,1
100514,100515,1731271,44,20,single,rented,no,Official,Bhimavaram,Andhra_Pradesh,8,12,0
172562,172563,9423566,49,7,single,rented,yes,Civil_servant,Nanded,Maharashtra,3,14,0
90903,90904,7220808,71,1,single,rented,no,Financial_Analyst,Belgaum,Karnataka,1,10,0
101754,101755,7238876,41,8,single,rented,no,Technology_specialist,Alwar,Rajasthan,8,14,0
40207,40208,1591909,71,17,married,rented,no,Civil_engineer,Ballia,Uttar_Pradesh,4,12,0
58131,58132,8463555,69,12,single,rented,no,Technician,Bulandshahr,Uttar_Pradesh,12,12,0
235094,235095,8282898,52,17,single,rented,yes,Web_designer,Alwar,Rajasthan,4,14,0
55360,55361,1199926,43,11,single,rented,no,Scientist,Ludhiana,Punjab,9,14,0
68329,68330,6035837,34,13,single,rented,no,Microbiologist,Mathura,Uttar_Pradesh,11,11,1
203358,203359,2602671,59,2,single,rented,yes,Design_Engineer,Bathinda,Punjab,2,11,0
134966,134967,1706172,33,2,single,rented,no,Economist,Jamnagar,Gujarat,2,14,0
220412,220413,9601386,38,18,single,rented,no,Chemical_engineer,Hapur,Uttar_Pradesh,6,14,1
194632,194633,7525294,43,11,single,rented,yes,Magistrate,Siliguri,West_Bengal,4,14,0
149758,149759,757360,76,16,single,rented,no,Dentist,Hazaribagh,Jharkhand,7,10,0
28187,28188,6976958,64,1,single,rented,no,Technical_writer,Phagwara,Punjab,1,13,0
109661,109662,3956822,65,5,single,rented,yes,Chemical_engineer,Surat,Gujarat,3,14,0
125236,125237,4559022,63,5,single,rented,yes,Surveyor,Udaipur,Rajasthan,5,11,0
137136,137137,4971595,54,8,single,owned,no,Dentist,Nagpur,Maharashtra,8,13,0
152195,152196,8398435,50,9,single,norent_noown,yes,Economist,Vijayawada,Andhra_Pradesh,8,10,0
244346,244347,7549923,69,1,single,rented,no,Technician,Ludhiana,Punjab,1,11,0
246357,246358,816686,73,8,single,rented,yes,Firefighter,Bilaspur,Chhattisgarh,8,10,1
213001,213002,2718385,32,17,single,rented,no,Official,Suryapet,Telangana,9,10,0
3272,3273,2363227,66,18,single,rented,yes,Physician,Kolkata,West_Bengal,4,11,0
154224,154225,1638680,27,11,single,norent_noown,no,Statistician,Saharsa[29],Bihar,10,12,0
180230,180231,3105209,79,12,single,rented,no,Consultant,Farrukhabad,Uttar_Pradesh,5,14,0
133160,133161,1874022,44,15,single,rented,no,Mechanical_engineer,Thanjavur,Tamil_Nadu,7,14,0
175875,175876,9652233,65,13,single,rented,no,Technical_writer,Gwalior,Madhya_Pradesh,12,14,0
71999,72000,315735,37,3,single,rented,no,Industrial_Engineer,Bhalswa_Jahangir_Pur,Delhi,3,10,0
134466,134467,7213058,50,12,single,rented,no,Army_officer,Amravati,Maharashtra,4,12,0
162843,162844,6686452,34,4,single,rented,no,Flight_attendant,Morena,Madhya_Pradesh,4,12,0
238261,238262,71736,39,19,single,rented,no,Air_traffic_controller,Kishanganj[35],Bihar,7,12,0
214059,214060,1886741,37,11,single,rented,no,Dentist,Raipur,Chhattisgarh,11,14,0
